Mon Jul 23 16:38:19 2018    OUTFILE

         31621851 function calls (31618175 primitive calls) in 29.799 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:43(_calculate_base_cost)
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:342(hms)
       20    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_collections_abc.py:224(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4559(values)
        6    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1465(<genexpr>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:716(find_spec)
        7    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\_methods.py:34(_prod)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/core\parking_cost_input.py:14(__init__)
       34    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_collections_abc.py:221(__subclasshook__)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.where}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1112(_parsems)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:643(__array_wrap__)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:722(_ixs)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:148(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:228(_is_nested_tuple_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1209(_build_naive)
       27    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/core\geocoder_input.py:13(__init__)
        2    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:240(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2101(cumsum)
       35    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1681(_convert_slice_indexer)
       16    0.000    0.000    0.000    0.000 {method 'get_count' of 'pandas._libs.hashtable.Int64Factorizer' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:457(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\compat\numpy\function.py:75(validate_argmin_with_skipna)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1100(_parse_min_sec)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\ops.py:1110(_comp_method_OBJECT_ARRAY)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:370(ordered)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:216(_has_valid_tuple)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:799(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1258(parse)
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:72(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5026(_shape_compat)
        6    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:229(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:179(is_datelike)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:124(_get_label)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2872(difference)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4473(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:382(repeat)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:554(_shallow_copy)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:155(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:335(month)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3879(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2540(is_nested_tuple)
       10    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1557(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3789(is_mixed_type)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:426(dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2559(is_label_like)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4471(_is_mixed_type)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:139(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.inv}
        1    0.000    0.000    0.000    0.000 {method 'to_array' of 'pandas._libs.hashtable.Float64Vector' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1534(nonzero)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:239(__len__)
        5    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:219(isspace)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\parking_cost.py:38(__init__)
        8    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:147(_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:325(jump)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:386(validate)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:256(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1789(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:142(_get_loc)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:359(is_null_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:64(check)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2535(_is_view)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2003(_validate_integer)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:328(weekday)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4116(_validate_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:803(empty)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1169(_build_tzaware)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:766(size)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\compat\__init__.py:210(itervalues)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1621(holds_integer)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:487(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:679(_maybe_arg_null_out)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:915(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3812(is_view)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:901(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:348(ampm)
        1    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3882(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'is_finite' of 'decimal.Decimal' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:179(_get_fill_value)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:366(convertyear)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2564(need_slice)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:77(_calculate_car_duration)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1058(_could_be_tzname)
        5    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'time' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\compat\numpy\function.py:67(process_skipna)
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_float64}
       11    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:407(has_year)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\compat\numpy\function.py:38(__call__)
        1    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:260(_view_if_needed)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:46(_calculate_duration)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:192(__iter__)
        1    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}


